epic, name, current price (p), day change (p), day change (%)
FCSS;Fidelity China Special Situations PLC;225.00;+1.50;+0.67%
FEML;Fidelity Emerging Markets Limited;616.00;+0.60;+0.10%
FEV;Fidelity European Trust plc;322.50;-2.50;-0.77%
FSV;Fidelity Special Values plc;275.00;-5.00;-1.79%
FGT;Finsbury Growth & Income Trust plc;873.00;+5.00;+0.58%
FGP;FirstGroup plc;104.00;-0.10;-0.10%
FLTR;Flutter Entertainment;12,030.00;-10.00;-0.08%
FSFL;Foresight Solar Fund Ltd;117.00;-2.40;-2.01%
FRAS;Frasers Group plc;888.00;-7.50;-0.84%
FRES;Fresnillo;895.60;-7.60;-0.84%
FUTR;Future plc;1,472.00;-14.00;-0.94%
GAW;Games Workshop Group;7,400.00;-30.00;-0.40%
GCP;GCP Infrastructure Investments Ltd;97.90;-0.30;-0.31%
GEN;Genuit Group plc;322.00;-3.00;-0.92%
GNS;Genus plc;3,020.00;+50.00;+1.68%
GLEN;Glencore plc;558.30;+1.60;+0.29%
GFTU;Grafton Group;795.50;+1.70;+0.21%
GRI;Grainger Plc;244.20;+2.40;+0.99%
GPE;Great Portland Estates;500.50;-2.00;-0.40%
UKW;Greencoat UK Wind plc;151.50;-1.30;-0.85%
GRG;Greggs Plc;2,384.00;+48.00;+2.05%
GSK;GSK plc;1,424.00;+8.60;+0.61%
HLN;Haleon plc;291.45;-1.50;-0.51%
HLMA;Halma plc;2,249.00;+30.00;+1.35%
HMSO;Hammerson Plc;23.55;+0.49;+2.12%
HBR;Harbour Energy plc;312.60;-5.80;-1.82%
HVPE;Harbourvest Global Private Equity;2,280.00;-60.00;-2.56%
HL.;Hargreaves Lansdown plc;871.80;+19.20;+2.25%
HAS;Hays plc;120.40;+0.40;+0.33%
HTWS;Helios Towers plc;118.10;+2.30;+1.99%
HSL;Henderson Smaller Cos Investment Trust plc;842.00;-12.00;-1.41%
HRI;Herald Investment Trust plc;1,830.00;-14.00;-0.76%
HGT;HG Capital Trust plc;358.50;-14.00;-3.76%
HICL;HICL Infrastructure plc;163.00;-2.20;-1.33%
HIK;Hikma Pharmaceuticals;1,529.50;-12.00;-0.78%
HILS;Hill & Smith Plc;1,194.00;+8.00;+0.67%
HFG;Hilton Food Group Plc;539.00;+4.00;+0.75%
SONG;Hipgnosis Songs fund Ltd;83.40;-3.10;-3.58%
HSX;Hiscox Ltd;1,022.00;+0.50;+0.05%
HOME;Home REIT plc;52.90;+1.90;+3.73%
HSV;Homeserve plc;1,190.00;0.00;0.00%
HWDN;Howden Joinery Group Plc;596.80;-2.40;-0.40%
HSBA;HSBC Holdings plc;498.50;+0.60;+0.12%
IBST;Ibstock plc;159.50;-1.40;-0.87%
ICGT;ICG Enterprise Trust plc;1,202.00;+6.00;+0.50%
IGG;IG Group Holdings Plc;820.50;-16.00;-1.91%
IMI;IMI plc;1,376.00;-11.00;-0.79%
IEM;Impax Environmental Markets plc;427.00;-5.00;-1.16%
IMB;Imperial Brands Group;2,100.00;-6.00;-0.28%
INCH;Inchcape plc;836.50;-15.50;-1.82%
INDV;Indivior plc;1,720.00;+17.00;+1.00%
INF;Informa plc;620.60;+1.20;+0.19%
IHP;Integrafin Holdings Plc;298.60;+3.60;+1.22%
IHG;InterContinental Hotels Group plc;4,782.00;-38.00;-0.79%
ICP;Intermediate Capital Group plc;1,243.00;-25.00;-1.97%
IAG;International Consolidated Airlines Group SA;134.12;+1.16;+0.87%
IDS;International Distributions Services Plc;234.50;+2.20;+0.95%
INPP;International Public Partnerships Limited;148.40;-2.20;-1.46%
ITRK;Intertek Group plc;4,130.00;+37.00;+0.90%
INVP;Investec Plc;485.10;+15.50;+3.30%
IPO;IP Group Plc;67.50;+0.20;+0.30%
ITV;ITV plc;76.06;+1.48;+1.98%
IWG;IWG plc;167.05;+2.25;+1.37%
JDW;J D Wetherspoon plc;447.60;+1.80;+0.40%
JD.;JD Sports Fashion plc;128.80;+0.80;+0.62%
JLEN;JLEN Environmental Assets Group Ltd;123.40;-1.20;-0.96%
JMAT;Johnson Matthey Plc;2,118.00;+31.00;+1.49%
JAM;JPMorgan American Investment Trust plc;719.00;-3.00;-0.42%
JMG;JPMorgan Emerging Markets Investment Trust plc;107.20;-0.40;-0.37%
JEDT;JPMorgan European Discovery Trust plc;410.00;-6.00;-1.44%
JGGI;JPMorgan Global Growth & Income plc;433.00;-6.50;-1.48%
JII;JPMorgan Indian Investment Trust plc;870.00;+6.00;+0.69%
JFJ;JPMorgan Japanese Investment Trust plc;480.50;-5.50;-1.13%
JTC;JTC Plc;804.00;-1.00;-0.12%
JUP;Jupiter Fund Management PLC;128.90;-0.40;-0.31%
JUST;Just Group plc;77.50;+0.40;+0.52%
KNOS;Kainos Group plc;1,638.00;+24.00;+1.49%
KGF;Kingfisher;249.40;+2.90;+1.18%
LRE;Lancashire Holdings;593.50;-12.50;-2.06%
LAND;Land Securities Group plc;621.80;+8.60;+1.40%
LWDB;Law Debenture Corporation plc;780.00;-3.00;-0.38%
LGEN;Legal & General Group plc;254.90;-0.40;-0.16%
LIO;Liontrust Asset Management;1,122.00;-8.00;-0.71%
LLOY;Lloyds Banking Group plc;46.65;+0.53;+1.14%
LSEG;London Stock Exchange Group plc;8,272.00;+2.00;+0.02%
LMP;LondonMetric Property plc;181.40;+3.50;+1.97%
LXI;LXI REIT plc;115.00;+1.20;+1.05%
MNG;M&G plc;190.55;-0.65;-0.34%
EMG;Man Group plc;213.60;-3.10;-1.43%
MKS;Marks & Spencer Group plc;123.15;+0.60;+0.49%
MSLH;Marshalls Plc;288.80;0.00;0.00%
MDC;Mediclinic International plc;495.20;-2.00;-0.40%
MRO;Melrose Industries plc;128.50;-2.00;-1.53%
MRC;Mercantile Investment Trust Plc;202.50;-1.00;-0.49%
MRCH;Merchants Trust plc;562.00;-3.00;-0.53%
MCRO;Micro Focus International plc;522.00;-0.20;-0.04%
MAB;Mitchells & Butlers Plc;144.20;+0.30;+0.21%
MTO;Mitie Group;76.00;+0.60;+0.80%
GROW;Molten Ventures plc;407.40;-13.80;-3.28%
MNDI;Mondi Plc;1,557.50;+14.50;+0.94%
MONY;Moneysupermarket.Com;195.20;-1.50;-0.76%
MNKS;Monks Investment Trust plc;1,003.00;-3.00;-0.30%
MOON;Moonpig Group Plc;163.10;+1.70;+1.05%
MGAM;Morgan Advanced Materials plc;306.50;+2.00;+0.66%
MGNS;Morgan Sindall Group Plc;1,620.00;-4.00;-0.25%
MUT;Murray Income Trust plc;835.00;-10.00;-1.18%
MYI;Murray International Trust plc;1,334.00;-16.00;-1.19%
NEX;National Express;171.80;-0.70;-0.41%
NG.;National Grid;1,020.00;-5.00;-0.49%
NWG;NatWest Group plc;261.90;+4.50;+1.75%
NBPE;NB Private Equity Partners Ltd;1,595.00;-50.00;-3.04%
NCC;NCC Group plc;211.00;-3.50;-1.63%
NETW;Network International Holdings;356.00;+7.20;+2.06%
NXT;Next plc;5,834.00;+20.00;+0.34%
NESF;NextEnergy Solar Fund Ltd;110.60;-0.40;-0.36%
N91;Ninety One plc;192.00;+1.10;+0.58%
OCDO;Ocado Group plc;670.40;+5.60;+0.84%
ORIT;Octopus Renewables Infrastructure Trust plc;97.70;-1.70;-1.71%
OSB;OSB Group plc;477.60;-6.00;-1.24%
OXIG;Oxford Instruments plc;2,200.00;0.00;0.00%
PAGE;PageGroup plc;486.60;-1.60;-0.33%
PIN;Pantheon International Plc;274.50;-3.50;-1.26%
PAG;Paragon Banking Group plc;462.60;-1.80;-0.39%
PSON;Pearson plc;951.40;+7.80;+0.83%
PNN;Pennon Group;944.00;+5.50;+0.59%
PSH;Pershing Square Holdings Ltd;2,940.00;-5.00;-0.17%
PSN;Persimmon plc;1,295.50;+10.50;+0.82%
PNL;Personal Assets Trust plc;482.00;-2.50;-0.52%
PHLL;Petershill Partners plc;179.20;-2.80;-1.54%
PFC;Petrofac;87.60;+6.50;+8.01%
PETS;Pets At Home Group PLC;271.60;+6.40;+2.41%
PHNX;Phoenix Group Holdings Plc;596.80;+5.80;+0.98%
PTEC;Playtech plc;559.00;-3.50;-0.62%
PLUS;Plus500 Ltd;1,935.00;+3.00;+0.16%
PCT;Polar Capital Technology Trust plc;1,912.00;-26.00;-1.34%
PFD;Premier Foods plc;106.40;+1.60;+1.53%
PHP;Primary Health Properties plc;112.70;+2.10;+1.90%
PRU;Prudential plc;1,030.50;+14.50;+1.43%
PRTC;Puretech Health plc;294.00;+7.50;+2.62%
PZC;PZ Cussons Plc;211.00;+0.50;+0.24%
QQ.;QinetiQ Group plc;347.40;-0.60;-0.17%
QLT;Quilter plc;101.35;+2.19;+2.21%
RAT;Rathbones Group plc;2,085.00;-30.00;-1.42%
RKT;Reckitt Benckiser Group Plc;6,038.00;0.00;0.00%
REDD;Redde Northgate plc;374.00;-4.00;-1.06%
RDW;Redrow plc;467.80;-1.20;-0.26%
REL;RELX plc;2,337.00;+3.00;+0.13%
RSW;Renishaw plc;3,850.00;+92.00;+2.45%
RTO;Rentokil Initial Plc;543.60;-0.60;-0.11%
RHIM;RHI Magnesita NV;2,234.00;+56.00;+2.57%
RMV;Rightmove plc;563.20;+1.20;+0.21%
RIO;Rio Tinto plc;5,584.00;-14.00;-0.25%
RCP;RIT Capital Partners plc;2,160.00;-105.00;-4.64%
RR.;Rolls Royce Holdings Plc;90.25;+3.32;+3.82%
ROR;Rotork plc;310.80;+1.00;+0.32%
RPS;Rps Group plc;219.00;-1.00;-0.45%
RS1;RS Group plc;953.00;+6.00;+0.63%
RICA;Ruffer Investment Co Ltd;314.00;+0.50;+0.16%
SAFE;Safestore Holdings;950.00;+24.50;+2.65%
SGE;Sage Group plc;801.80;-9.80;-1.21%
SBRY;Sainsbury (J) plc;223.90;+1.90;+0.86%
SVS;Savills plc;939.00;-13.00;-1.37%
SDP;Schroder Asia Pacific Fund;514.00;-3.00;-0.58%
SOI;Schroder Oriental Income Fund;254.50;-1.50;-0.59%
SDR;Schroders plc;462.60;-0.80;-0.17%
SAIN;Scottish American Investment Co plc;516.00;-4.00;-0.77%
SMT;Scottish Mortgage Investment Trust plc;787.80;-8.60;-1.08%
SEIT;SDCL Energy Efficiency Income Trust Plc;105.00;-0.80;-0.76%
SGRO;Segro Plc;819.60;+12.80;+1.59%
SEQI;Sequoia Economic Infrastructure Income Fund Ltd;87.10;-1.50;-1.69%
SRP;Serco Group plc;172.60;+0.40;+0.23%
SVT;Severn Trent Plc;2,735.00;+18.00;+0.66%
SHB;Shaftesbury;358.00;+1.60;+0.45%
SHEL;Shell plc;2,365.50;-16.50;-0.69%
SRE;Sirius Real Estate Limited;82.60;+1.80;+2.23%
SN.;Smith & Nephew plc;1,089.50;+11.00;+1.02%
SMDS;Smith (DS);307.80;+4.00;+1.32%
SMIN;Smiths Group Plc;1,593.50;-2.00;-0.13%
SSON;Smithson Investment Trust Plc;1,338.00;-20.00;-1.47%
SKG;Smurfit Kappa Group Plc;3,015.00;+38.00;+1.28%
SCT;Softcat plc;1,304.00;-2.00;-0.15%
SXS;Spectris plc;3,229.00;+31.00;+0.97%
SPX;Spirax-Sarco Engineering plc;11,480.00;+100.00;+0.88%
SPI;Spire Healthcare Group plc;235.00;-1.50;-0.63%
SPT;Spirent Communications plc;274.60;-9.40;-3.31%
SSE;SSE plc;1,723.00;-17.00;-0.98%
SSPG;SSP Group plc;218.50;+8.50;+4.05%
STJ;St James's Place Plc;1,185.00;+17.50;+1.50%
STAN;Standard Chartered plc;592.60;-2.20;-0.37%
SUPR;Supermarket Income REIT plc;105.50;0.00;0.00%
SYNC;Syncona Limited;177.00;-5.80;-3.17%
SYNT;Synthomer plc;133.50;+1.90;+1.44%
THRL;Target Healthcare REIT plc;79.40;+0.20;+0.25%
TATE;Tate & Lyle plc;738.20;+2.20;+0.30%
TW.;Taylor Wimpey plc;104.90;+0.25;+0.24%
TBCG;TBC Bank Group Plc;2,200.00;0.00;0.00%
TEP;Telecom Plus plc;2,410.00;-90.00;-3.60%
TMPL;Temple Bar Investment Trust plc;229.00;0.00;0.00%
TEM;Templeton Emerging Markets Investment Trust plc;147.60;-0.80;-0.54%
TSCO;Tesco plc;228.50;-0.20;-0.09%
GSCT;The Global Smaller Companies Trust Plc;148.00;-1.00;-0.67%
TRIG;The Renewables Infrastructure Group Limited;131.00;-1.20;-0.91%
TIFS;TI Fluid Systems plc;126.80;-3.00;-2.31%
TCAP;TP ICAP Finance plc;175.20;-3.50;-1.96%
TRY;TR Property Investment Trust plc;319.00;+2.00;+0.63%
TRN;Trainline plc;320.70;-15.10;-4.50%
TPK;Travis Perkins plc;953.00;+4.40;+0.46%
BBOX;Tritax Big Box REIT plc;147.40;+1.80;+1.24%
EBOX;Tritax Eurobox Plc;65.50;+0.10;+0.15%
TUI;TUI AG;145.45;+0.80;+0.55%
TLW;Tullow Oil plc;42.22;-1.58;-3.61%
TFIF;TwentyFour Income Fund Ltd;97.40;-0.20;-0.20%
UKCM;UK Commercial Property Reit Limited;59.80;+0.90;+1.53%
ULVR;Unilever plc;4,178.00;-1.50;-0.04%
UTG;Unite Group;940.50;+6.50;+0.70%
UU.;United Utilities Group Plc;1,049.00;+3.00;+0.29%
SHED;Urban Logistics REIT plc;142.50;+3.00;+2.15%
VSVS;Vesuvius plc;388.40;-1.60;-0.41%
VCT;Victrex;1,803.00;+4.00;+0.22%
VID;Videndum plc;1,226.00;-14.00;-1.13%
VEIL;Vietnam Enterprise Investments Ltd;593.00;+8.00;+1.37%
VOF;VinaCapital Vietnam Opportunity Fund Ltd;442.00;+2.50;+0.57%
VMUK;Virgin Money UK plc;177.65;+6.05;+3.53%
VTY;Vistry Group Plc;620.00;-10.50;-1.67%
VOD;Vodafone Group plc;91.14;-0.38;-0.42%
FAN;Volution Group plc;356.00;+0.50;+0.14%
WPS;WAG Payment Solutions plc;80.00;0.00;0.00%
WHR;Warehouse REIT plc;111.80;+2.80;+2.57%
WOSG;Watches Of Switzerland Group plc;1,018.00;-19.00;-1.83%
WEIR;Weir Group plc;1,759.50;-10.50;-0.59%
SMWH;WH Smith Plc;1,442.50;+35.50;+2.52%
WTB;Whitbread plc;2,609.00;+3.00;+0.12%
WTAN;Witan Investment Trust plc;222.50;-2.00;-0.89%
WIZZ;Wizz Air Holdings plc;2,363.00;+63.00;+2.74%
WG.;Wood Group (John) Plc;131.15;-0.95;-0.72%
WKP;Workspace Group Plc;426.60;-4.00;-0.93%
WWH;Worldwide Healthcare Trust plc;3,305.00;-50.00;-1.49%
WPP;WPP plc;877.00;+3.20;+0.37%
