epic, name, current price (p), day change (p), day change (%)
SRC;SigmaRoc plc;54.00;0.00;0.00%
SMS;Smart Metering Systems plc;797.00;-3.00;-0.38%
SOM;Somero Enterprises Inc;375.00;0.00;0.00%
KETL;Strix Group plc;84.00;+4.50;+5.66%
TAM;Tatton Asset Management plc;470.00;-3.00;-0.63%
TM17;Team17 Group Plc;445.00;+3.00;+0.68%
TFW;Thorpe (F.W) plc;426.00;0.00;0.00%
TBLD;TinyBuild Inc;115.50;0.00;0.00%
TRCS;Tracsis plc;955.00;0.00;0.00%
TRMR;Tremor International Ltd;332.20;+4.80;+1.47%
UPR;Uniphar plc;302.00;0.00;0.00%
VCP;Victoria plc;439.00;+6.00;+1.39%
VLX;Volex Plc;271.00;+1.00;+0.37%
WJG;Watkin Jones plc;99.00;+0.70;+0.71%
YCA;Yellow Cake Plc;389.00;-7.00;-1.77%
YOU;YouGov Plc;1,020.00;+30.00;+3.03%
YNGA;Young & Co's Brewery Plc;1,080.00;+14.00;+1.31%
YNGN;Young & Co's Brewery Plc;650.00;+12.00;+1.88%
