epic, name, current price (p), day change (p), day change (%)
FCIT;F&C Investment Trust plc;928.00;0.00;0.00%
FLTR;Flutter Entertainment;12,030.00;-10.00;-0.08%
FRAS;Frasers Group plc;888.00;-7.50;-0.84%
FRES;Fresnillo;895.60;-7.60;-0.84%
GLEN;Glencore plc;558.30;+1.60;+0.29%
GSK;GSK plc;1,424.00;+8.60;+0.61%
HLN;Haleon plc;291.45;-1.50;-0.51%
HLMA;Halma plc;2,249.00;+30.00;+1.35%
HBR;Harbour Energy plc;312.60;-5.80;-1.82%
HL.;Hargreaves Lansdown plc;871.80;+19.20;+2.25%
HSV;Homeserve plc;1,190.00;0.00;0.00%
HSBA;HSBC Holdings plc;498.50;+0.60;+0.12%
IMB;Imperial Brands Group;2,100.00;-6.00;-0.28%
INF;Informa plc;620.60;+1.20;+0.19%
IHG;InterContinental Hotels Group plc;4,782.00;-38.00;-0.79%
ICP;Intermediate Capital Group plc;1,243.00;-25.00;-1.97%
IAG;International Consolidated Airlines Group SA;134.12;+1.16;+0.87%
ITRK;Intertek Group plc;4,130.00;+37.00;+0.90%
JD.;JD Sports Fashion plc;128.80;+0.80;+0.62%
KGF;Kingfisher;249.40;+2.90;+1.18%
LAND;Land Securities Group plc;621.80;+8.60;+1.40%
LGEN;Legal & General Group plc;254.90;-0.40;-0.16%
LLOY;Lloyds Banking Group plc;46.65;+0.53;+1.14%
LSEG;London Stock Exchange Group plc;8,272.00;+2.00;+0.02%
MNG;M&G plc;190.55;-0.65;-0.34%
MRO;Melrose Industries plc;128.50;-2.00;-1.53%
MNDI;Mondi Plc;1,557.50;+14.50;+0.94%
NG.;National Grid;1,020.00;-5.00;-0.49%
NWG;NatWest Group plc;261.90;+4.50;+1.75%
NXT;Next plc;5,834.00;+20.00;+0.34%
OCDO;Ocado Group plc;670.40;+5.60;+0.84%
PSON;Pearson plc;951.40;+7.80;+0.83%
PSH;Pershing Square Holdings Ltd;2,940.00;-5.00;-0.17%
PSN;Persimmon plc;1,295.50;+10.50;+0.82%
PHNX;Phoenix Group Holdings Plc;596.80;+5.80;+0.98%
PRU;Prudential plc;1,030.50;+14.50;+1.43%
RKT;Reckitt Benckiser Group Plc;6,038.00;0.00;0.00%
REL;RELX plc;2,337.00;+3.00;+0.13%
RTO;Rentokil Initial Plc;543.60;-0.60;-0.11%
RMV;Rightmove plc;563.20;+1.20;+0.21%
RIO;Rio Tinto plc;5,584.00;-14.00;-0.25%
RR.;Rolls Royce Holdings Plc;90.25;+3.32;+3.82%
RS1;RS Group plc;953.00;+6.00;+0.63%
SGE;Sage Group plc;801.80;-9.80;-1.21%
SBRY;Sainsbury (J) plc;223.90;+1.90;+0.86%
SDR;Schroders plc;462.60;-0.80;-0.17%
SMT;Scottish Mortgage Investment Trust plc;787.80;-8.60;-1.08%
SGRO;Segro Plc;819.60;+12.80;+1.59%
SVT;Severn Trent Plc;2,735.00;+18.00;+0.66%
SHEL;Shell plc;2,365.50;-16.50;-0.69%
SN.;Smith & Nephew plc;1,089.50;+11.00;+1.02%
SMDS;Smith (DS);307.80;+4.00;+1.32%
SMIN;Smiths Group Plc;1,593.50;-2.00;-0.13%
SKG;Smurfit Kappa Group Plc;3,015.00;+38.00;+1.28%
SPX;Spirax-Sarco Engineering plc;11,480.00;+100.00;+0.88%
SSE;SSE plc;1,723.00;-17.00;-0.98%
STJ;St James's Place Plc;1,185.00;+17.50;+1.50%
STAN;Standard Chartered plc;592.60;-2.20;-0.37%
TW.;Taylor Wimpey plc;104.90;+0.25;+0.24%
TSCO;Tesco plc;228.50;-0.20;-0.09%
ULVR;Unilever plc;4,178.00;-1.50;-0.04%
UTG;Unite Group;940.50;+6.50;+0.70%
UU.;United Utilities Group Plc;1,049.00;+3.00;+0.29%
VOD;Vodafone Group plc;91.14;-0.38;-0.42%
WTB;Whitbread plc;2,609.00;+3.00;+0.12%
WPP;WPP plc;877.00;+3.20;+0.37%
