epic, name, current price (p), day change (p), day change (%)
PAC;Pacific Assets Trust plc;361.50;+1.50;+0.42%
PHI;Pacific Horizon Investment Trust plc;590.00;-3.00;-0.51%
PCA;Palace Capital plc;216.00;-2.00;-0.92%
PINT;Pantheon Infrastructure Plc;95.00;-0.60;-0.63%
PAY;Paypoint Plc;531.00;-7.00;-1.30%
PDG;Pendragon;27.90;-0.20;-0.71%
PDL;Petra Diamonds;92.00;+3.50;+3.95%
PHAR;Pharos Energy plc;25.75;+0.55;+2.18%
PSDL;Phoenix Spree Deutschland Ltd;250.00;+1.00;+0.40%
PCTN;Picton Property Income Limited;84.60;-2.10;-2.42%
PODP;Pod Point Group Holdings plc;60.00;-3.40;-5.36%
PCFT;Polar Capital Global Financials Trust plc;152.80;0.00;0.00%
PCGH;Polar Capital Global Healthcare Trust plc;330.50;+0.50;+0.15%
POLN;Pollen Street Plc;643.00;-7.00;-1.08%
PRV;Porvair plc;541.00;-5.00;-0.92%
PPH;PPHE Hotel Group Ltd;1,245.00;+10.00;+0.81%
PROC;ProCook Group plc;34.20;+0.70;+2.09%
PFG;Provident Financial plc;198.00;+2.20;+1.12%
PRSR;PRS REIT;87.50;+0.60;+0.69%
RNK;Rank Group;91.60;-2.00;-2.14%
RCH;Reach plc;107.00;+1.40;+1.33%
RECI;Real Estate Credit Investments Ltd;130.50;-1.50;-1.14%
REC;Record Plc;90.00;-2.00;-2.17%
RGL;Regional REIT Ltd;59.50;-0.90;-1.49%
RWI;Renewi Plc;562.00;+6.00;+1.08%
RESI;Residential Secure Income REIT;85.20;-1.40;-1.62%
RTN;Restaurant Group;30.22;+0.38;+1.27%
RCDO;Ricardo plc;460.00;-4.00;-0.86%
RSE;Riverstone Energy Ltd;712.00;-4.00;-0.56%
RWA;Robert Walters plc;582.00;-18.00;-3.00%
SUS;S & U plc;2,100.00;+10.00;+0.48%
SBRE;Sabre Insurance Group Plc;105.80;+2.80;+2.72%
SAGA;Saga plc;104.00;+4.60;+4.63%
ATR;Schroder Asian Total Return Investment Company plc;414.00;-5.00;-1.19%
SERE;Schroder European Real Estate Investment Trust plc;73.90;-0.90;-1.20%
SCF;Schroder Income Growth Fund plc;301.00;+3.50;+1.18%
SJG;Schroder Japan Growth Fund plc;206.00;-1.50;-0.72%
SREI;Schroder Real Estate Investment Trust Ltd;45.45;+0.45;+1.00%
SCP;Schroder UK Mid Cap Fund plc;553.00;+3.00;+0.55%
SUPP;Schroder UK Public Private Trust Plc;15.54;-0.21;-1.33%
SST;Scottish Oriental Smaller Cos Trust;1,137.50;+27.50;+2.48%
STB;Secure Trust Bank plc;649.00;-1.00;-0.15%
STS;Securities Trust of Scotland;230.50;-0.50;-0.22%
SNR;Senior plc;124.60;+0.80;+0.65%
SSIT;Seraphim Space Investment Trust plc;48.80;+0.05;+0.10%
SFR;Severfield plc;62.40;+1.70;+2.80%
SHI;Sig plc;31.60;+0.60;+1.94%
SDY;Speedy Hire plc;40.65;-0.90;-2.17%
SWEF;Starwood European Real Estate Fin Ltd;88.40;+0.40;+0.45%
STEM;Sthree Plc;412.00;+4.00;+0.98%
SEC;Strategic Equity Capital plc;270.50;+2.50;+0.93%
STVG;STV Group plc;265.00;+7.00;+2.71%
SDRY;Superdry plc;107.20;+1.20;+1.13%
TMIP;Taylor Maritime Inc;88.60;-0.10;-0.11%
TEG;Ten Entertainment Group plc;241.00;-2.50;-1.03%
ESCT;The European Smaller Companies Trust plc;153.50;+0.50;+0.33%
TPT;Topps Tiles plc;46.40;+4.00;+9.43%
TET;Treatt plc;680.00;+1.00;+0.15%
TRI;Trifast;62.00;0.00;0.00%
SOHO;Triple Point Social Housing REIT plc;70.10;+1.30;+1.89%
TIGT;Troy Income & Growth Trust plc;71.60;+0.60;+0.85%
TRST;Trustpilot Group plc;105.90;+3.30;+3.22%
TTG;TT Electronics plc;170.40;-3.60;-2.07%
SMIF;TwentyFour Select Monthly Income Fund Limited;74.90;+0.10;+0.13%
TYMN;Tyman Plc;225.00;-1.00;-0.44%
UPGS;UP Global Sourcing Holdings plc;140.75;-1.25;-0.88%
UEM;Utilico Emerging Markets Trust plc;204.00;0.00;0.00%
VIP;Value and Indexed Property Income Trust;231.00;+1.00;+0.43%
GSEO;VH Global Sustainable Energy Opportunities Plc;102.00;0.00;0.00%
VSL;VPC Specialty Lending Investments plc;83.50;+0.90;+1.09%
WIX;Wickes Group Plc;140.30;-1.40;-0.99%
WIN;Wincanton;360.50;-0.50;-0.14%
XAR;Xaar;197.00;-11.00;-5.29%
XPP;XP Power Limited;2,085.00;+5.00;+0.24%
XPS;XPS Pensions Group Plc;138.50;-1.00;-0.72%
ZTF;Zotefoams plc;308.50;-4.00;-1.28%
